"Lab_Number"	"Catalog_Number"	"Box"	"Grid"	"Level"	"Identification"	"NISP"
"JG-1117"	"LACMP23-42077"	"13"	"B-3"	"4"	"Adenostoma fasciculatum"	"2"
"JG-436"	"LACMP23-39184"	"14"	"B-2"	"2"	"Juniperus sp."	"55"
"JG-437"	"LACMP23-39185"	"14"	"B-2"	"3"	"Arctostaphylos glauca"	"6"
"JG-438"	"LACMP23-39186"	"14"	"B-2"	"2"	"Quercus dumosa"	"12"
"JG-439"	"LACMP23-39187"	"14"	"B-2"	"2"	"Platanus racemosa"	"4"
"JG-440"	"LACMP23-39188"	"14"	"B-2"	"2"	"Juniperus californica"	"98"
"JG-441"	"LACMP23-39189"	"14"	"B-2"	"2"	"Juniperus sp."	"40"
"JG-442"	"LACMP23-39190"	"14"	"B-2"	"2"	"Potamogeton nodosus"	"0.5"
"JG-443"	"LACMP23-39191"	"14"	"B-2"	"2"	"Purshia tridentata"	"1"
"JG-444"	"LACMP23-39192"	"14"	"B-2"	"2"	"Charcoal"	"5"
"JG-445"	"LACMP23-39193"	"14"	"B-2"	"2"	"Chaenactis douglasii"	"1"
"JG-446"	"LACMP23-39194"	"14"	"B-2"	"2"	"Alopecurus aequalis"	"1"
"JG-447"	"LACMP23-39195"	"14"	"B-2"	"2"	"Bone"	"1"
"JG-448"	"LACMP23-39196"	"14"	"B-2"	"2"	"Purshia tridentata"	"2"
"JG-449"	"LACMP23-39197"	"14"	"B-2"	"2"	"Berberis aquifolium"	"2"
"JG-450"	"LACMP23-39198"	"14"	"B-2"	"2"	"Berberis aquifolium"	"1"
"JG-451"	"LACMP23-39199"	"14"	"B-2"	"2"	"Ambrosia psilostachya"	"1"
"JG-452"	"LACMP23-39200"	"14"	"B-2"	"2"	"Rhamnus californica"	"1"
"JG-453"	"LACMP23-39201"	"14"	"B-2"	"2"	"Hesperocyparis macnabiana"	"1"
"JG-454"	"LACMP23-39202"	"14"	"B-2"	"2"	"Ceanothus greggii"	"1"
"JG-455"	"LACMP23-39203"	"14"	"B-2"	"3"	"Juniperus californica"	"170"
"JG-456"	"LACMP23-39204"	"14"	"B-2"	"3"	"Juniperus sp."	"89"
"JG-457"	"LACMP23-39205"	"14"	"B-2"	"3"	"Platanus racemosa"	"10"
"JG-458"	"LACMP23-39206"	"14"	"B-2"	"3"	"Quercus lobata"	"1"
"JG-459"	"LACMP23-39207"	"14"	"B-2"	"3"	"Quercus agrifolia"	"6"
"JG-460"	"LACMP23-39208"	"14"	"B-2"	"3"	"Juniperus californica"	"14"
"JG-461"	"LACMP23-39209"	"14"	"B-2"	"3"	"Asteraceae"	"1"
"JG-462"	"LACMP23-39210"	"14"	"B-2"	"3"	"Charcoal"	"1"
"JG-463"	"LACMP23-39211"	"14"	"B-2"	"3"	"Sisyrinchium bellum"	"1"
"JG-464"	"LACMP23-39212"	"14"	"B-2"	"3"	"Galium trifidum"	"1"
"JG-465"	"LACMP23-39213"	"14"	"B-2"	"3"	"Insect wing"	"1"
"JG-466"	"LACMP23-39214"	"14"	"B-2"	"3"	"Juniperus californica"	"5"
"JG-467"	"LACMP23-39215"	"14"	"B-2"	"3"	"Purshia tridentata"	"1"
"JG-468"	"LACMP23-39216"	"14"	"B-2"	"3"	"Ranunculus sp."	"1"
"JG-469"	"LACMP23-39217"	"14"	"B-2"	"3"	"Salvia apiana"	"4"
"JG-470"	"LACMP23-39218"	"14"	"B-2"	"3"	"Nolina parryi"	"1"
"JG-471"	"LACMP23-39219"	"14"	"B-2"	"3"	"Potamogeton nodosus"	"1"
"JG-472"	"LACMP23-39220"	"14"	"B-2"	"3"	"Berberis aquifolium"	"1"
"JG-473"	"LACMP23-39221"	"14"	"B-2"	"3"	"Cyperaceae"	"1"
"JG-474"	"LACMP23-39222"	"14"	"B-2"	"5"	"Juniperus californica"	"300"
"JG-475"	"LACMP23-39223"	"14"	"B-2"	"5"	"Quercus dumosa"	"4"
"JG-476"	"LACMP23-39224"	"14"	"B-2"	"5"	"Arctostaphylos viscida"	"2"
"JG-477"	"LACMP23-39225"	"14"	"B-2"	"5"	"Juniperus californica"	"22"
"JG-478"	"LACMP23-39226"	"14"	"B-2"	"5"	"Juniperus sp."	"171"
"JG-479"	"LACMP23-39227"	"14"	"B-2"	"5"	"Brassicaceae"	"1"
"JG-480"	"LACMP23-39228"	"14"	"B-2"	"5"	"Charcoal"	"17"
"JG-481"	"not cataloging now"	"14"	"B-2"	"5"	"Bone"	"3"
"JG-482"	"LACMP23-39229"	"14"	"B-2"	"5"	"Astragalus accidens"	"1"
"JG-483"	"LACMP23-39230"	"14"	"B-2"	"5"	"Polygonum sp."	"1"
"JG-484"	"LACMP23-39231"	"14"	"B-2"	"5"	"Juniperus californica"	"7"
"JG-485"	"LACMP23-39232"	"14"	"B-2"	"5"	"Vicia hassei"	"1"
"JG-486"	"not cataloging now"	"14"	"B-2"	"5"	"scat"	"1"
"JG-487"	"LACMP23-39233"	"14"	"B-2"	"5"	"Sisyrinchium bellum"	"1"
"JG-488"	"LACMP23-39234"	"14"	"B-3"	"5"	"Juniperus californica"	"45"
"JG-489"	"LACMP23-39235"	"14"	"B-3"	"5"	"Solidago canadensis"	"66"
"JG-490"	"LACMP23-39236"	"14"	"B-3"	"5"	"Rhamnus ilicifolia"	"1"
"JG-491"	"LACMP23-39237"	"14"	"B-3"	"5"	"Juniperus sp."	"51"
"JG-492"	"LACMP23-39238"	"14"	"B-3"	"5"	"Charcoal"	"4"
"JG-493"	"not cataloging now"	"14"	"B-3"	"5"	"bone"	"5"
"JG-494"	"LACMP23-39239"	"14"	"B-3"	"5"	"Rumex salicifolius"	"1"
"JG-495"	"LACMP23-39240"	"14"	"B-3"	"5"	"Platanus racemosa"	"2"
"JG-496"	"LACMP23-39241"	"14"	"B-3"	"5"	"Calystegia subacaulis"	"1"
"JG-497"	"LACMP23-39242"	"14"	"B-3"	"5"	"Potamogeton amplifolius"	"2"
"JG-498"	"LACMP23-39243"	"14"	"B-3"	"5"	"Sisyrinchium bellum"	"1"
"JG-499"	"LACMP23-39244"	"14"	"C-2"	"3"	"Juniperus californica"	"160"
"JG-500"	"LACMP23-39245"	"14"	"C-2"	"3"	"Platanus racemosa"	"43"
"JG-501"	"LACMP23-39246"	"14"	"C-2"	"3"	"Quercus agrifolia"	"2"
"JG-502"	"LACMP23-39247"	"14"	"C-2"	"3"	"Potamogeton nodosus"	"2"
"JG-503"	"LACMP23-39248"	"14"	"C-2"	"3"	"Juniperus sp."	"57"
"JG-504"	"LACMP23-39249"	"14"	"C-2"	"3"	"Juniperus californica"	"50"
"JG-505"	"LACMP23-39250"	"14"	"C-2"	"3"	"Charcoal"	"15"
"JG-506"	"LACMP23-39251"	"14"	"C-2"	"3"	"Alopecurus aequalis"	"2"
"JG-507"	"LACMP23-39252"	"14"	"C-2"	"3"	"Persicaria lapathifolia"	"2"
"JG-508"	"LACMP23-39253"	"14"	"C-2"	"3"	"Purshia tridentata"	"1"
"JG-509"	"LACMP23-39254"	"14"	"C-2"	"3"	"Berberis aquifolium"	"3"
"JG-510"	"LACMP23-39255"	"14"	"C-2"	"3"	"Calystegia subacaulis"	"1"
"JG-511"	"LACMP23-39256"	"14"	"C-2"	"3"	"Calystegia subacaulis"	"0.5"
"JG-512"	"LACMP23-39257"	"14"	"C-2"	"3"	"Bone"	"1"
"JG-513"	"LACMP23-39258"	"14"	"C-2"	"3"	"Juniperus californica"	"3"
"JG-514"	"not cataloging now"	"14"	"C-2"	"3"	"tooth"	"1"
"JG-515"	"LACMP23-39259"	"14"	"C-2"	"3"	"Madia elegans"	"0.5"
"JG-516"	"LACMP23-39260"	"14"	"C-2"	"3"	"Hesperocyparis macrocarpa"	"2"
"JG-517"	"not cataloging now"	"14"	"C-2"	"3"	"bone"	"1"
"JG-518"	"LACMP23-39261"	"14"	"C-2"	"3"	"Acmispon rigidus"	"1"
"JG-519"	"LACMP23-39262"	"14"	"C-2"	"4"	"Juniperus californica"	"150"
"JG-520"	"LACMP23-39263"	"14"	"C-2"	"4"	"Salvia apiana"	"1"
"JG-521"	"LACMP23-39264"	"14"	"C-2"	"4"	"Sisyrinchium bellum"	"1"
"JG-522"	"LACMP23-39265"	"14"	"C-2"	"4"	"Juniperus sp."	"10"
"JG-523"	"LACMP23-39266"	"14"	"C-2"	"4"	"Juniperus californica"	"45"
"JG-524"	"LACMP23-39267"	"14"	"C-2"	"4"	"Charcoal"	"8"
"JG-525"	"LACMP23-39268"	"14"	"C-2"	"4"	"Quercus dumosa"	"1"
"JG-526"	"LACMP23-39269"	"14"	"C-2"	"4"	"Berberis aquifolium"	"3"
"JG-527"	"LACMP23-39270"	"14"	"C-2"	"4"	"Persicaria lapathifolia"	"2"
"JG-528"	"LACMP23-39271"	"14"	"C-2"	"4"	"Hesperocyparis macrocarpa"	"1"
"JG-529"	"LACMP23-39272"	"14"	"C-2"	"4"	"Madia elegans"	"0.5"
"JG-530"	"LACMP23-39273"	"14"	"C-2"	"4"	"Rock"	"1"
"JG-531"	"LACMP23-39274"	"14"	"C-2"	"5"	"Juniperus californica"	"250"
"JG-532"	"LACMP23-39275"	"14"	"C-2"	"5"	"Juniperus sp."	"82"
"JG-533"	"LACMP23-39276"	"14"	"C-2"	"5"	"Charcoal"	"10"
"JG-534"	"LACMP23-39277"	"14"	"C-2"	"5"	"Juniperus californica"	"9"
"JG-535"	"LACMP23-39278"	"14"	"C-2"	"5"	"Quercus dumosa"	"6"
"JG-536"	"LACMP23-39279"	"14"	"C-2"	"5"	"Platanus racemosa"	"1"
"JG-537"	"LACMP23-39280"	"14"	"C-2"	"5"	"Purshia tridentata"	"1"
"JG-538"	"LACMP23-39281"	"14"	"C-2"	"5"	"Thysanocarpus laciniatus"	"1"
"JG-539"	"LACMP23-39282"	"14"	"C-2"	"5"	"Sisyrinchium bellum"	"1"
"JG-540"	"LACMP23-39283"	"14"	"C-2"	"5"	"Alopecurus aequalis"	"2"
"JG-541"	"LACMP23-39284"	"14"	"C-2"	"5"	"Potamogeton nodosus"	"1"
"JG-542"	"not cataloging now"	"14"	"C-2"	"5"	"Scat"	"1"
"JG-543"	"not cataloging now"	"14"	"C-2"	"5"	"bone"	"4"
"JG-544"	"not cataloging now"	"14"	"C-2"	"5"	"tooth"	"1"
"JG-545"	"LACMP23-39285"	"14"	"C-2"	"5"	"Acer macrophyllum"	"1"
"JG-546"	"LACMP23-39286"	"14"	"C-2"	"5"	"Juniperus californica"	"1"
"JG-547"	"LACMP23-39287"	"14"	"C-3"	"1"	"Juniperus californica"	"65"
"JG-548"	"LACMP23-39288"	"14"	"C-3"	"1"	"Allium campanulatum"	"0.5"
"JG-549"	"LACMP23-39289"	"14"	"C-3"	"1"	"Salvia apiana"	"1"
"JG-550"	"LACMP23-39290"	"14"	"C-3"	"1"	"Ambrosia psilostachya"	"2"
"JG-551"	"LACMP23-39291"	"14"	"C-3"	"1"	"Lupinus albifrons"	"1"
"JG-552"	"LACMP23-39292"	"14"	"C-3"	"1"	"Juniperus californica"	"49"
"JG-553"	"LACMP23-39293"	"14"	"C-3"	"1"	"Juniperus sp."	"11"
"JG-554"	"LACMP23-39294"	"14"	"C-3"	"1"	"Charcoal"	"12"
"JG-555"	"LACMP23-39295"	"14"	"C-3"	"1"	"Quercus dumosa"	"1"
"JG-556"	"LACMP23-39296"	"14"	"C-3"	"1"	"Berberis aquifolium"	"8"
"JG-557"	"not cataloging now"	"14"	"C-3"	"1"	"Bone"	"14"
"JG-558"	"LACMP23-39297"	"14"	"C-3"	"1"	"Potamogeton nodosus"	"1"
"JG-559"	"LACMP23-39298"	"14"	"C-3"	"1"	"Cyperaceae"	"1"
"JG-560"	"LACMP23-39299"	"14"	"C-3"	"2"	"Juniperus californica"	"230"
"JG-561"	"LACMP23-39300"	"14"	"C-3"	"2"	"Juniperus sp."	"21"
"JG-562"	"LACMP23-39301"	"14"	"C-3"	"2"	"Ambrosia psilostachya"	"5"
"JG-563"	"LACMP23-39302"	"14"	"C-3"	"2"	"Quercus dumosa"	"9"
"JG-564"	"LACMP23-39303"	"14"	"C-3"	"2"	"Purshia tridentata"	"5"
"JG-565"	"LACMP23-39304"	"14"	"C-3"	"2"	"Juniperus californica"	"21"
"JG-566"	"LACMP23-39305"	"14"	"C-3"	"2"	"Charcoal"	"32"
"JG-567"	"LACMP23-39306"	"14"	"C-3"	"2"	"Sisyrinchium bellum"	"1"
"JG-568"	"LACMP23-39307"	"14"	"C-3"	"2"	"Juniperus californica"	"1"
"JG-569"	"LACMP23-39308"	"14"	"C-3"	"2"	"Rhus aromatica"	"1"
"JG-570"	"LACMP23-39309"	"14"	"C-3"	"2"	"Allium atrorubens"	"2"
"JG-571"	"LACMP23-39310"	"14"	"C-3"	"2"	"Galium trifidum"	"1"
"JG-572"	"LACMP23-39311"	"14"	"C-3"	"2"	"Madia elegans"	"1"
"JG-573"	"LACMP23-39312"	"14"	"C-3"	"2"	"Juniperus californica"	"200"
"JG-574"	"not cataloging now"	"14"	"C-3"	"2"	"Bone"	"1"
"JG-575"	"LACMP23-39313"	"14"	"C-3"	"2"	"Quercus dumosa"	"2"
"JG-576"	"LACMP23-39314"	"14"	"C-3"	"3"	"Juniperus californica"	"220"
"JG-577"	"LACMP23-39315"	"14"	"C-3"	"3"	"Juniperus californica"	"100"
"JG-578"	"LACMP23-39316"	"14"	"C-3"	"3"	"Juniperus sp."	"110"
"JG-579"	"LACMP23-39317"	"14"	"C-3"	"3"	"Charcoal"	"23"
"JG-580"	"LACMP23-39318"	"14"	"C-3"	"3"	"Berula erecta"	"3"
"JG-581"	"LACMP23-39319"	"14"	"C-3"	"3"	"Bone"	"1"
"JG-582"	"LACMP23-39320"	"14"	"C-3"	"3"	"Allium campanulatum"	"4"
"JG-583"	"LACMP23-39321"	"14"	"C-3"	"3"	"Ambrosia psilostachya"	"14"
"JG-584"	"LACMP23-39322"	"14"	"C-3"	"3"	"Purshia tridentata"	"4"
"JG-585"	"LACMP23-39323"	"14"	"C-3"	"3"	"Quercus dumosa"	"3"
"JG-586"	"LACMP23-39324"	"14"	"C-3"	"3"	"Salvia sonomensis"	"0.5"
"JG-587"	"not cataloging now"	"14"	"C-3"	"3"	"Scat"	"1"
"JG-588"	"LACMP23-39325"	"14"	"C-3"	"3"	"Berberis aquifolium"	"5"
"JG-589"	"LACMP23-39326"	"14"	"C-3"	"3"	"Chenopodium atrovirens"	"1"
"JG-590"	"LACMP23-39327"	"14"	"C-3"	"3"	"Juniperus californica"	"3"
"JG-591"	"LACMP23-39390"	"14"	"C-3"	"4"	"Juniperus californica"	"384"
"JG-592"	"LACMP23-39391"	"14"	"C-3"	"4"	"Charcoal"	"9"
"JG-593"	"LACMP23-39392"	"14"	"C-3"	"4"	"Juniperus sp."	"71"
"JG-594"	"LACMP23-39393"	"14"	"C-3"	"4"	"Juniperus sp."	"42"
"JG-595"	"LACMP23-39394"	"14"	"C-3"	"4"	"Cyperaceae"	"1"
"JG-596"	"LACMP23-39395"	"14"	"C-3"	"4"	"Quercus agrifolia"	"7"
"JG-597"	"LACMP23-39396"	"14"	"C-3"	"4"	"Platanus racemosa"	"12"
"JG-598"	"LACMP23-39397"	"14"	"C-3"	"4"	"Ambrosia psilostachya"	"1"
"JG-599"	"LACMP23-39398"	"14"	"C-3"	"4"	"Arctostaphylos viscida"	"1"
"JG-600"	"LACMP23-39399"	"14"	"C-3"	"4"	"Persicaria lapathifolia"	"4"
"JG-601"	"LACMP23-39400"	"14"	"C-3"	"4"	"Juniperus californica"	"3"
"JG-602"	"LACMP23-39401"	"14"	"C-3"	"4"	"Solidago canadensis"	"3"
"JG-603"	"LACMP23-39402"	"14"	"C-3"	"4"	"Sisyrinchium bellum"	"2"
"JG-604"	"LACMP23-39403"	"14"	"C-3"	"4"	"Amaranthus blitoides"	"1"
"JG-605"	"LACMP23-39404"	"14"	"C-3"	"4"	"Cornus nuttallii"	"1"
"JG-606"	"not cataloging now"	"14"	"C-3"	"4"	"Bone"	"2"
"JG-607"	"LACMP23-39405"	"14"	"C-3"	"4"	"Hesperocyparis macrocarpa"	"1"
"JG-608"	"LACMP23-39406"	"14"	"C-3"	"4"	"Ferocactus cylindraceus"	"1"
"JG-609"	"LACMP23-39407"	"14"	"C-3"	"4"	"Asteraceae"	"1"
"JG-610"	"LACMP23-39408"	"14"	"C-3"	"4"	"Pinaceae"	"1"
"JG-611"	"LACMP23-39409"	"14"	"C-3"	"5"	"Juniperus californica"	"67"
"JG-612"	"LACMP23-39410"	"14"	"C-3"	"5"	"Ranunculus sp."	"1"
"JG-613"	"LACMP23-39411"	"14"	"C-3"	"5"	"Salvia sonomensis"	"1"
"JG-614"	"LACMP23-39412"	"14"	"C-3"	"5"	"Pinus muricata"	"4"
"JG-615"	"LACMP23-39413"	"14"	"C-3"	"5"	"Rosa californica"	"1"
"JG-616"	"LACMP23-39414"	"14"	"C-3"	"5"	"Juniperus californica"	"50"
"JG-617"	"LACMP23-39415"	"14"	"C-3"	"5"	"Juniperus sp."	"31"
"JG-618"	"LACMP23-39416"	"14"	"C-3"	"5"	"Charcoal"	"13"
"JG-619"	"LACMP23-39417"	"14"	"C-3"	"5"	"Astragalus accidens"	"1"
"JG-620"	"LACMP23-39418"	"14"	"C-3"	"5"	"Nolina parryi"	"2"
"JG-621"	"LACMP23-39419"	"14"	"C-3"	"5"	"Cyperaceae"	"1"
"JG-622"	"LACMP23-39420"	"14"	"C-3"	"5"	"Purshia tridentata"	"2"
"JG-623"	"LACMP23-39421"	"14"	"C-3"	"5"	"Ambrosia psilostachya"	"1"
"JG-624"	"LACMP23-39422"	"14"	"D-2"	"4"	"Juniperus californica"	"190"
"JG-625"	"LACMP23-39423"	"14"	"D-2"	"4"	"Juniperus californica"	"4"
"JG-626"	"LACMP23-39424"	"14"	"D-2"	"4"	"Actaea rubra"	"1"
"JG-627"	"LACMP23-39425"	"14"	"D-2"	"4"	"Hesperocyparis macrocarpa"	"1"
"JG-628"	"LACMP23-39426"	"14"	"D-2"	"4"	"Persicaria lapathifolia"	"2"
"JG-629"	"LACMP23-39427"	"14"	"D-2"	"4"	"Acmispon rigidus"	"2"
"JG-630"	"LACMP23-39428"	"14"	"D-2"	"4"	"Malosma laurina"	"1"
"JG-631"	"LACMP23-39429"	"14"	"D-2"	"4"	"Purshia tridentata"	"2"
"JG-632"	"LACMP23-39430"	"14"	"D-2"	"4"	"Juniperus sp."	"30"
"JG-633"	"LACMP23-39431"	"14"	"D-2"	"4"	"Platanus racemosa"	"12"
"JG-634"	"LACMP23-39432"	"14"	"D-2"	"4"	"Charcoal"	"5"
"JG-635"	"LACMP23-39433"	"14"	"D-2"	"4"	"Juniperus californica"	"14"
"JG-636"	"LACMP23-39434"	"14"	"D-2"	"7"	"Juniperus californica"	"180"
"JG-637"	"LACMP23-39435"	"14"	"D-2"	"7"	"Quercus agrifolia"	"1"
"JG-638"	"LACMP23-39436"	"14"	"D-2"	"7"	"Solidago canadensis"	"12"
"JG-639"	"LACMP23-39437"	"14"	"D-2"	"7"	"Juniperus californica"	"3"
"JG-640"	"not cataloging now"	"14"	"D-2"	"7"	"Bone"	"2"
"JG-641"	"LACMP23-39438"	"14"	"D-2"	"7"	"Alopecurus aequalis"	"2"
"JG-642"	"LACMP23-39439"	"14"	"D-2"	"7"	"Ambrosia psilostachya"	"2"
"JG-643"	"LACMP23-39440"	"14"	"D-2"	"7"	"Juniperus californica"	"1"
"JG-644"	"LACMP23-39441"	"14"	"D-2"	"7"	"Purshia tridentata"	"2"
"JG-645"	"LACMP23-39442"	"14"	"D-2"	"7"	"Platanus racemosa"	"29"
"JG-646"	"LACMP23-39443"	"14"	"D-2"	"7"	"Juniperus sp."	"9"
"JG-647"	"LACMP23-39444"	"14"	"D-2"	"7"	"Charcoal"	"5"
"JG-648"	"LACMP23-39445"	"14"	"D-2"	"3"	"Juniperus californica"	"35"
"JG-649"	"LACMP23-39446"	"14"	"D-2"	"3"	"Acmispon rigidus"	"1"
"JG-650"	"LACMP23-39447"	"14"	"D-2"	"3"	"Perideridia bolanderi"	"1"
"JG-651"	"LACMP23-39448"	"14"	"D-2"	"3"	"Quercus dumosa"	"7"
"JG-652"	"LACMP23-39449"	"14"	"D-2"	"3"	"Hesperocyparis macrocarpa"	"1"
"JG-653"	"LACMP23-39450"	"14"	"D-2"	"3"	"Juniperus sp."	"2"
"JG-654"	"LACMP23-39451"	"14"	"D-2"	"3"	"Juniperus californica"	"3"
"JG-655"	"LACMP23-39452"	"14"	"D-2"	"3"	"Charcoal"	"6"
"JG-656"	"LACMP23-39453"	"14"	"D-2"	"3"	"Platanus racemosa"	"2"
"JG-657"	"LACMP23-39454"	"14"	"D-2"	"3"	"Purshia tridentata"	"1"
"JG-658"	"LACMP23-39455"	"14"	"D-2"	"3"	"Solidago canadensis"	"1"
"JG-659"	"not cataloging now"	"14"	"D-2"	"3"	"Bone"	"1"
"JG-660"	"LACMP23-39456"	"14"	"D-2"	"8"	"Juniperus californica"	"150"
"JG-661"	"LACMP23-39457"	"14"	"D-2"	"8"	"Deinandra fasciculata"	"1"
"JG-662"	"LACMP23-39458"	"14"	"D-2"	"8"	"Platanus racemosa"	"63"
"JG-663"	"LACMP23-39459"	"14"	"D-2"	"8"	"Juniperus sp."	"33"
"JG-664"	"LACMP23-39460"	"14"	"D-2"	"8"	"Purshia tridentata"	"2"
"JG-665"	"LACMP23-39461"	"14"	"D-2"	"8"	"Charcoal"	"2"
"JG-666"	"LACMP23-39462"	"14"	"D-2"	"8"	"Juniperus californica"	"3"
"JG-667"	"LACMP23-39463"	"14"	"D-2"	"8"	"Pinus sp."	"1"
"JG-668"	"not cataloging now"	"14"	"D-2"	"8"	"Bone"	"1"
"JG-669"	"LACMP23-39464"	"14"	"D-2"	"8"	"Asclepias eriocarpa"	"1"
"JG-670"	"LACMP23-39465"	"14"	"D-2"	"8"	"Ambrosia psilostachya"	"1"
"JG-671"	"LACMP23-39466"	"14"	"D-2"	"8"	"Cyperaceae"	"4"
"JG-672"	"LACMP23-39467"	"14"	"D-2"	"8"	"Berberis aquifolium"	"2"
"JG-673"	"LACMP23-39468"	"14"	"D-3"	"7"	"Juniperus californica"	"50"
"JG-674"	"LACMP23-39469"	"14"	"D-3"	"7"	"Pinus ponderosa"	"1"
"JG-675"	"LACMP23-39470"	"14"	"D-3"	"7"	"Acmispon rigidus"	"7"
"JG-676"	"LACMP23-39471"	"14"	"D-3"	"7"	"Charcoal"	"1"
"JG-677"	"LACMP23-39472"	"14"	"D-3"	"7"	"Tauschia parishii"	"1"
"JG-678"	"LACMP23-39473"	"14"	"D-3"	"7"	"Cyperaceae"	"1"
"JG-679"	"LACMP23-39474"	"14"	"D-3"	"7"	"Platanus racemosa"	"24"
"JG-680"	"LACMP23-39475"	"14"	"D-3"	"7"	"Juniperus californica"	"3"
"JG-681"	"LACMP23-39476"	"14"	"D-3"	"7"	"Solidago canadensis"	"12"
"JG-682"	"LACMP23-39477"	"14"	"D-3"	"7"	"Sambucus nigra"	"1"
"JG-683"	"LACMP23-39478"	"14"	"D-3"	"7"	"Juniperus sp."	"17"
"JG-684"	"not cataloging now"	"14"	"D-3"	"7"	"Bone"	"1"
"JG-685"	"LACMP23-39479"	"14"	"D-3"	"7"	"Berberis aquifolium"	"2"
"JG-686"	"LACMP23-39480"	"14"	"D-3"	"4"	"Juniperus californica"	"370"
"JG-687"	"LACMP23-39481"	"14"	"D-3"	"4"	"Juniperus sp."	"80"
"JG-688"	"LACMP23-39482"	"14"	"D-3"	"4"	"Juniperus californica"	"9"
"JG-689"	"LACMP23-39483"	"14"	"D-3"	"4"	"Arctostaphylos viscida"	"1"
"JG-690"	"LACMP23-39484"	"14"	"D-3"	"4"	"Platanus racemosa"	"4"
"JG-691"	"LACMP23-39485"	"14"	"D-3"	"4"	"Solidago canadensis"	"22"
"JG-692"	"LACMP23-39486"	"14"	"D-3"	"4"	"Quercus agrifolia"	"2"
"JG-693"	"LACMP23-39487"	"14"	"D-3"	"4"	"Charcoal"	"7"
"JG-694"	"LACMP23-39488"	"14"	"D-3"	"4"	"Berberis aquifolium"	"3"
"JG-695"	"LACMP23-39489"	"14"	"D-3"	"4"	"Agoseris glauca"	"0.5"
"JG-696"	"not cataloging now"	"14"	"D-3"	"4"	"Bone"	"8"
"JG-697"	"LACMP23-39490"	"14"	"D-3"	"4"	"Purshia tridentata"	"3"
"JG-698"	"LACMP23-39491"	"14"	"D-3"	"3"	"Juniperus californica"	"27"
"JG-699"	"LACMP23-39492"	"14"	"D-3"	"3"	"Juniperus californica"	"110"
"JG-700"	"LACMP23-39493"	"14"	"D-3"	"3"	"Juniperus sp."	"90"
"JG-701"	"LACMP23-39494"	"14"	"D-3"	"3"	"Acmispon rigidus"	"1"
"JG-702"	"LACMP23-39495"	"14"	"D-3"	"3"	"Juniperus californica"	"9"
"JG-703"	"LACMP23-39496"	"14"	"D-3"	"3"	"Quercus dumosa"	"4"
"JG-704"	"LACMP23-39497"	"14"	"D-3"	"3"	"Berberis aquifolium"	"1"
"JG-705"	"not cataloging now"	"14"	"D-3"	"3"	"Scat"	"1"
"JG-706"	"LACMP23-39498"	"14"	"D-3"	"3"	"Sisyrinchium bellum"	"1"
"JG-707"	"LACMP23-39499"	"14"	"D-3"	"3"	"Sisyrinchium bellum"	"1"
"JG-708"	"LACMP23-39500"	"14"	"D-3"	"3"	"Ambrosia psilostachya"	"1"
"JG-709"	"not cataloging now"	"14"	"D-3"	"3"	"Bone"	"1"
"JG-710"	"LACMP23-39501"	"14"	"B-2"	"4"	"Juniperus californica"	"300"
"JG-711"	"LACMP23-39502"	"14"	"B-2"	"4"	"Juniperus californica"	"32"
"JG-712"	"LACMP23-39503"	"14"	"B-2"	"4"	"Juniperus sp."	"200"
"JG-713"	"LACMP23-39504"	"14"	"B-2"	"4"	"Cyperaceae"	"2"
"JG-714"	"LACMP23-39505"	"14"	"B-2"	"4"	"Quercus dumosa"	"17"
"JG-715"	"LACMP23-39506"	"14"	"B-2"	"4"	"Purshia tridentata"	"11"
"JG-716"	"LACMP23-39507"	"14"	"B-2"	"4"	"Juniperus californica"	"11"
"JG-717"	"LACMP23-39508"	"14"	"B-2"	"4"	"Platanus racemosa"	"2"
"JG-718"	"LACMP23-39509"	"14"	"B-2"	"4"	"Arctostaphylos viscida"	"1"
"JG-719"	"LACMP23-39510"	"14"	"B-2"	"4"	"Ambrosia psilostachya"	"1"
"JG-720"	"LACMP23-39511"	"14"	"B-2"	"4"	"Charcoal"	"12"
"JG-721"	"not cataloging now"	"14"	"B-2"	"4"	"Bone"	"1"
"JG-722"	"not cataloging now"	"14"	"C-3"	"5"	"Juniperus californica (charcoal/ashpalt?)"	"3"
"JG-723"	"not cataloging now"	"14"	"C-3"	"4"	"Juniperus californica (charcoal/ashpalt?)"	"13"
"JG-724"	"LACMP23-39520"	"14"	"C-2"	"5"	"Juniperus californica (charcoal/ashpalt?)"	"9"
"JG-725"	"not cataloging now"	"14"	"C-3"	"1"	"Juniperus californica (charcoal/ashpalt?)"	"3"
"JG-726"	"not cataloging now"	"14"	"D-2"	"3"	"Juniperus californica (charcoal/ashpalt?)"	"10"
"JG-727"	"not cataloging now"	"14"	"D-3"	"3"	"Juniperus californica (charcoal/ashpalt?)"	"3"
"JG-437-RC"	"LACMP23-38512"	"14"	"B-2"	"3"	"Arctostaphylos sp."	"1"
"JG-451"	"not cataloging now"	"14"	"B-2"	"2"	"Ambrosia sp."	"1"
"JG-458"	"not cataloging now"	"14"	"B-2"	"3"	"Rosaceae"	"1"
"JG-469"	"not cataloging now"	"14"	"B-2"	"3"	"Themidaceae"	"4"
"JG-478-RC"	"LACMP23-38513"	"14"	"B-2"	"5"	"Juniperus sp."	"1"
