Museum_Number	UCM_Number	Canister	Class	Order	Family	Subfamily	Genus	Species	Element_original	Notes	Last ID revision
	NSF-19-486	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	lower lt tooth		
	NSF-19-487	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	m3		
	NSF-19-488	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	m3		
	NSF-19-489	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	lower tooth frag		
	NSF-19-490	B2/L2	Mammalia	Lagomorpha			?Sylvilagus	sp	maxilla frag		
	NSF-19-491	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	lt P2		
	NSF-19-492	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	lt P2	juv?	
	NSF-19-493	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	lt P2		
	NSF-19-494	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	upper right tooth		
	NSF-19-495	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	partial upper lt tooth		
	NSF-19-496	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	upper tooth frag		
	NSF-19-497	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	upper tooth frag		
	NSF-19-498	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	upper tooth frag		
	NSF-19-499	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	upper tooth frag		
	NSF-19-500	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	upper tooth frag		
	NSF-19-501	B2/L2	Mammalia	Lagomorpha			Sylvilagus	sp	lt p3 frag		
	NSF-19-502	B2/L2	Mammalia	Lagomorpha			?Sylvilagus	sp	lower tooth frag		
	NSF-19-503	B2/L2	Mammalia	Lagomorpha					tooth frag		
	NSF-19-504	B2/L2	Mammalia	Lagomorpha					tooth frag		
	NSF-19-505	B2/L2	Mammalia	Lagomorpha					tooth frag		
	NSF-19-506	B2/L2	Mammalia	Rodentia	?Cricetidae				maxilla frag	Neotoma?	
	NSF-19-507	B2/L2	Mammalia	?Carnivora					dentary frag		
