name	longitude	latitude	issues	prov	key	scientificName	datasetKey	publishingOrgKey	installationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	hostingOrganizationKey	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	infraspecificEpithet	taxonRank	taxonomicStatus	dateIdentified	coordinateUncertaintyInMeters	elevation	elevationAccuracy	continent	stateProvince	year	month	day	eventDate	modified	lastInterpreted	references	license	institutionKey	isInCluster	geodeticDatum	class	countryCode	country	institutionID	dynamicProperties	county	identificationVerificationStatus	gbifID	language	type	preparations	locationAccordingTo	catalogNumber	institutionCode	eventTime	identifiedBy	identifier	georeferencedDate	higherGeography	nomenclaturalCode	verbatimEventDate	georeferencedBy	georeferenceProtocol	endDayOfYear	georeferenceVerificationStatus	locality	verbatimCoordinateSystem	collectionCode	verbatimLocality	occurrenceID	recordedBy	otherCatalogNumbers	organismID	previousIdentifications	identificationQualifier	samplingProtocol	accessRights	higherClassification	collectionID	georeferenceSources	establishmentMeans	iucnRedListCategory	startDayOfYear	occurrenceRemarks	bibliographicCitation	collectionKey	verbatimElevation	reproductiveCondition	recordNumber	datasetName	individualCount	habitat	eventRemarks	identificationRemarks	locationRemarks	lifeStage	georeferenceRemarks	rightsHolder	fieldNumber	disposition	ownerInstitutionCode	datasetID	vernacularName	http://unknown.org/recordId	taxonID	rights	http://unknown.org/recordEnteredBy	projectId	depth	depthAccuracy	namePublishedInYear	nameAccordingTo	acceptedNameUsage	locationID	parentNameUsage	identificationID	municipality	taxonRemarks	fieldNotes	islandGroup	island	typeStatus	informationWithheld	higherGeographyID	associatedTaxa	occID
Scapanus latimanus dilatus True, 1894	-122.92673056673529	41.91041097412822	cdrep,cdround,osiic,incomis,inmafu	gbif	1145862957	Scapanus latimanus dilatus True, 1894	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:49Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	NA	6163432	1	44	359	803	9469	2436187	2436194	6163432	Scapanus latimanus dilatus True, 1894	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	dilatus	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	624	1768	0	NORTH_AMERICA	California	1935	6	7	1935-06-07	2021-04-09T05:40:00Z	2021-05-29T00:55:49Z	http://arctos.database.museum/guid/MVZ:Mamm:69037	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=unknown	Siskiyou County	unknown	1145862957	en	PhysicalObject	skull	Catherine E. Dana	MVZ:Mamm:69037	MVZ	1935-06-07	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:69037?seid=834482	2002-10-07 00:00:00	North America, United States, California, Siskiyou County	ICZN	7 Jun 1935	Catherine E. Dana	MaNIS georeferencing guidelines	158	unverified	head of Doggett Creek, Siskiyou Mts.	decimal degrees	Mammal specimens	head of Doggett Creek, Siskiyou Mts.	http://arctos.database.museum/guid/MVZ:Mamm:69037?seid=834482	Collector(s): Fletcher G. Palmer	collector number=503	http://arctos.database.museum/guid/MVZ:Mamm:69037	"[{""scientific_name"":""Scapanus latimanus dilatus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus, Scapanus latimanus,	28	Terrain Navigator 3.02 USGS 1:24000	NA	NA	NA	PICKUP	NA	NA	NA	NA	503	NA	1	NA	NA	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	439
Scapanus latimanus caurinus F.G.Palmer, 1937	-122.66564217075276	41.834473385355174	cdrep,cdround,osiic,incomis,inmafu	gbif	1145862975	Scapanus latimanus caurinus F.G.Palmer, 1937	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:56:04Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	6163427	1	44	359	803	9469	2436187	2436194	6163427	Scapanus latimanus caurinus F.G.Palmer, 1937	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	caurinus	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	73	305	0	NORTH_AMERICA	California	1935	6	27	1935-06-27	2021-04-04T23:10:00Z	2021-05-29T00:56:04Z	http://arctos.database.museum/guid/MVZ:Mamm:69032	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male	Siskiyou County	unknown	1145862975	en	PhysicalObject	skull; skin, study	Catherine E. Dana	MVZ:Mamm:69032	MVZ	1935-06-27	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:69032?seid=1292079	2002-10-07 00:00:00	North America, United States, California, Siskiyou County	ICZN	27 Jun 1935	Catherine E. Dana	MaNIS georeferencing guidelines	178	unverified	Klamath River, mouth of Clear Creek	decimal degrees	Mammal specimens	Klamath River, mouth of Clear Cr.	http://arctos.database.museum/guid/MVZ:Mamm:69032?seid=1292079	Collector(s): Fletcher G. Palmer	collector number=595	http://arctos.database.museum/guid/MVZ:Mamm:69032	"[{""scientific_name"":""Scapanus latimanus caurinus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus, Scapanus latimanus,	28	Terrain Navigator 5.03 USGS 1:24000	NA	NA	NA	NA	NA	NA	NA	NA	595	NA	1	NA	NA	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	440
Scapanus latimanus caurinus F.G.Palmer, 1937	-123.54429345705584	41.93159910283284	cdrep,cdround,osiic,incomis,inmafu	gbif	1145862958	Scapanus latimanus caurinus F.G.Palmer, 1937	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:54Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	6163427	1	44	359	803	9469	2436187	2436194	6163427	Scapanus latimanus caurinus F.G.Palmer, 1937	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	caurinus	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	319	1524	0	NORTH_AMERICA	California	1935	7	2	1935-07-02	2021-05-13T06:50:00Z	2021-05-29T00:55:54Z	http://arctos.database.museum/guid/MVZ:Mamm:69033	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male	Siskiyou County	unknown	1145862958	en	PhysicalObject	skull; skin, study	Catherine E. Dana	MVZ:Mamm:69033	MVZ	1935-07-02	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:69033?seid=1403822	2002-10-07 00:00:00	North America, United States, California, Siskiyou County	ICZN	2 Jul 1935	Catherine E. Dana	MaNIS georeferencing guidelines	183	unverified	Poker Flat, 12 mi NW Happy Camp	decimal degrees	Mammal specimens	Poker Flat, 12 mi NW Happy Camp	http://arctos.database.museum/guid/MVZ:Mamm:69033?seid=1403822	Collector(s): Fletcher G. Palmer	collector number=619	http://arctos.database.museum/guid/MVZ:Mamm:69033	"[{""scientific_name"":""Scapanus latimanus caurinus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus, Scapanus latimanus,	28	Terrain Navigator 5.03 USGS 1:24000	NA	NA	NA	NA	NA	NA	NA	NA	619	NA	1	NA	NA	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	441
Scapanus latimanus caurinus F.G.Palmer, 1937	-123.6263294211643	41.99530245648649	cdrep,cdround,osiic,incomis,inmafu	gbif	1145862963	Scapanus latimanus caurinus F.G.Palmer, 1937	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:56:03Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	6163427	1	44	359	803	9469	2436187	2436194	6163427	Scapanus latimanus caurinus F.G.Palmer, 1937	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	caurinus	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	2115	NA	NA	NORTH_AMERICA	California	1935	7	12	1935-07-12	2021-04-10T22:00:00Z	2021-05-29T00:56:03Z	http://arctos.database.museum/guid/MVZ:Mamm:69031	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male	Del Norte County	unknown	1145862963	en	PhysicalObject	skull; skin, study	Tamrya D. d'Artenay	MVZ:Mamm:69031	MVZ	1935-07-12	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:69031?seid=1627712	2002-05-03 00:00:00	North America, United States, California, Del Norte County	ICZN	12 Jul 1935	Tamrya D. d'Artenay	MaNIS georeferencing guidelines	193	unverified	E Fork Illinois River, 0.25 mi S Oregon line	decimal degrees	Mammal specimens	E Fork Illinois River, 1/4 mi S Oregon line	http://arctos.database.museum/guid/MVZ:Mamm:69031?seid=1627712	Collector(s): Fletcher G. Palmer	collector number=672	http://arctos.database.museum/guid/MVZ:Mamm:69031	"[{""scientific_name"":""Scapanus latimanus caurinus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus, Scapanus latimanus,	28	Terrain Navigator 3.02 USGS 1:100000	NA	NA	NA	NA	NA	NA	NA	NA	672	NA	1	NA	NA	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	442
Scapanus latimanus dilatus True, 1894	-120.69076596771845	39.859813956581604	cdrep,osiic,incomis,inmafu	gbif	1145860828	Scapanus latimanus dilatus True, 1894	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:59Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	6163432	1	44	359	803	9469	2436187	2436194	6163432	Scapanus latimanus dilatus True, 1894	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	dilatus	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	NA	1448	0	NORTH_AMERICA	California	1935	8	9	1935-08-09	2021-04-10T06:40:00Z	2021-05-29T00:55:59Z	http://arctos.database.museum/guid/MVZ:Mamm:67104	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male	Plumas County	unknown	1145860828	en	PhysicalObject	skull; skin, study	Matt Krebs	MVZ:Mamm:67104	MVZ	1935-08-09	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:67104?seid=184995	2001-06-06 00:00:00	North America, United States, California, Plumas County	ICZN	9 Aug 1935	Matt Krebs	not recorded	221	unverified	Cromberg, Middle Fork Feather River	decimal degrees	Mammal specimens	Cromberg, Middle Fork Feather River	http://arctos.database.museum/guid/MVZ:Mamm:67104?seid=184995	Collector(s): Henry S. Fitch	collector number=2795	http://arctos.database.museum/guid/MVZ:Mamm:67104	"[{""scientific_name"":""Scapanus latimanus dilatus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus, Scapanus latimanus,	28	Terrain Navigator 3.02 USGS 1:24000	NA	NA	NA	NA	NA	NA	NA	NA	2795	NA	1	NA	NA	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	443
Scapanus latimanus anthonyi J.A.Allen, 1893	-115.41605	30.9244	gass84,gdativ,incomis	gbif	2381395501	Scapanus latimanus anthonyi J.A.Allen, 1893	a9ae9ece-e753-4fb9-8595-a37d0f5aa59c	8a471700-4ce8-11db-b80e-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-26T02:13:48Z	2021-03-30T12:20:16Z	56	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	6163431	1	44	359	803	9469	2436187	2436194	6163431	Scapanus latimanus anthonyi J.A.Allen, 1893	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	anthonyi	SUBSPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	Baja California	1935	8	26	1935-08-26	2020-11-12T00:00:00Z	2021-03-30T12:20:16Z	http://portal.vertnet.org/o/sdnhm/mammals?id=urn-catalog-sdnhm-mammals-11407	http://creativecommons.org/publicdomain/zero/1.0/legalcode	52ed0034-fd58-4f17-95e5-d565fc9f068e	FALSE	WGS84	Mammalia	MX	Mexico	http://grbio.org/cool/4ksk-xsw5	NA	NA	NA	2381395501	en	PhysicalObject	skin & skull	NA	11407	SDNHM	NA	NA	urn:catalog:SDNHM:Mammals:11407	NA	| Mexico | BAJA CALIFORNIA |  |  |  |  |	ICZN	8/26/1935	NA	NA	238	requires verification	Sierra San Pedro Martir, La Encantada	NA	Mammals	Mexico | Baja California | Sierra San Pedro Martir, La Encantada	urn:catalog:SDNHM:Mammals:11407	R. Scott	NA	NA	NA	NA	NA	http://vertnet.org/resources/norms.html	Scapanus	NA	NA	NATIVE	NA	238	NA	urn:catalog:SDNHM:Mammals:11407. http://ipt.vertnet.org:8080/ipt/manage/resource.do?r=sdnhm-mammals.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	444
Scapanus latimanus dilatus True, 1894	-121.63589513599057	41.019376595481184	cdrep	gbif	583464572	Scapanus latimanus dilatus True, 1894	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10Z	2021-06-01T23:41:31Z	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	NA	6163432	1	44	359	803	9469	2436187	2436194	6163432	Scapanus latimanus dilatus True, 1894	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	dilatus	SUBSPECIES	ACCEPTED	NA	2256	NA	NA	NORTH_AMERICA	California	1935	10	5	1935-10-05	NA	2021-06-01T23:41:31Z	NA	http://creativecommons.org/publicdomain/zero/1.0/legalcode	NA	FALSE	WGS84	Mammalia	US	United States of America	http://grscicoll.org/institution/california-academy-sciences	NA	Shasta Co.	NA	583464572	en	PhysicalObject	SS	NA	7863	CASC	NA	NA	urn:catalog:CAS:MAM:7863	http://grscicoll.org/institutional-collection/mammalogy-0	North America; USA; California; Shasta Co.	NA	5 Oct 1935	http://grscicoll.org/institution/california-academy-sciences	2002-06-20 00:00:00.0	NA	unverified	Shore Lake Britton, 1/2 mile NE Burney Falls	NA	CASMAM	NA	urn:catalog:CAS:MAM:7863	D. S. Orr	NA	NA	NA	NA	NA	NA	Animalia; Chordata; Mammalia; Insectivora; Talpidae	http://grscicoll.org/institutional-collection/mammalogy-0	Terrain Navigator 3.02 USGS 1:24,000	NA	NA	278	NA	NA	NA	NA	NA	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	445
Scapanus latimanus dilatus True, 1894	-120.21378332518441	41.64544135979136	cdrep,cdround,osiic,incomis,inmafu	gbif	1145862790	Scapanus latimanus dilatus True, 1894	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:49Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	6163432	1	44	359	803	9469	2436187	2436194	6163432	Scapanus latimanus dilatus True, 1894	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	dilatus	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	1329	1433	0	NORTH_AMERICA	California	1935	10	17	1935-10-17	2021-04-05T20:10:00Z	2021-05-29T00:55:49Z	http://arctos.database.museum/guid/MVZ:Mamm:68846	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male	Modoc County	unknown	1145862790	en	PhysicalObject	skull; skin, study	Nitin Bhasin	MVZ:Mamm:68846	MVZ	1935-10-17	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:68846?seid=665946	2002-07-24 00:00:00	North America, United States, California, Modoc County	ICZN	17 Oct 1935	Nitin Bhasin	MaNIS georeferencing guidelines	290	unverified	Lake City	decimal degrees	Mammal specimens	Lake City	http://arctos.database.museum/guid/MVZ:Mamm:68846?seid=665946	Collector(s): Annie M. Alexander	collector number=3068	http://arctos.database.museum/guid/MVZ:Mamm:68846	"[{""scientific_name"":""Scapanus latimanus dilatus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus, Scapanus latimanus,	28	Terrain Navigator 3.02 USGS 1:24000	NA	NA	NA	NA	NA	NA	NA	NA	3068	NA	1	NA	NA	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	446
Scapanus latimanus (Bachman, 1842)	-122.11694	37.88583	colmafu	gbif	1262391442	Scapanus latimanus (Bachman, 1842)	96275bf2-8999-4869-95d5-4903a84391b0	84d451a0-644d-11de-b910-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-03-27T23:47:22Z	2021-03-30T12:01:46Z	110	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	FEMALE	2436194	1	44	359	803	9469	2436187	2436194	2436194	Scapanus latimanus (Bachman, 1842)	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	NA	SPECIES	ACCEPTED	NA	NA	NA	NA	NORTH_AMERICA	California	1934	3	11	1934-03-11	2016-03-23T00:00:00Z	2021-03-30T12:01:46Z	http://portal.vertnet.org/o/uaz/mammals?id=uaz-00288	http://creativecommons.org/publicdomain/zero/1.0/legalcode	0e5cb0d9-7feb-4bf8-b455-92f1ad3d5819	FALSE	WGS84	Mammalia	US	United States of America	http://biocol.org/urn:lsid:biocol.org:col:34852	"{""hindfootLengthInMM"":""HIND FOOT]"", ""tail"":""34"", ""totalLength"":""178"", ""weight"":""89"" }"	Contra Costa	NA	1262391442	en	PhysicalObject	skin | skull	NA	UAZ 00288	UAZ	NA	NA	urn:catalog:UAZ:Mammals:UAZ 00288	NA	| United States of America | California | Contra Costa |  |  |  |	ICZN	11 March 1934	NA	NA	70	requires verification	Lot 43, Lafayette Terrace, Lafayette	NA	Mammals	United States of America | California | Contra Costa | Lot 43, Lafayette Terrace, Lafayette	urn:catalog:UAZ:Mammals:UAZ 00288	E.R. Hall	NA	NA	NA	NA	NA	http://vertnet.org/resources/norms.html	|  |  | Soricomorpha |  |  |  | Talpidae | Scalopinae | Scalopini | Scapanus	NA	NA	NATIVE	LC	70	NA	NA	d3fd143c-cbe2-4ef9-81f4-837ebdad4740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Broad-footed Mole	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	447
Scapanus latimanus occultus Grinnell & Swarth, 1912	-118.0323874605299	33.97169012751004	cdrep,osiic,incomis,inmafu	gbif	1145856412	Scapanus latimanus occultus Grinnell & Swarth, 1912	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	a957a663-2f17-415f-b1c8-5cf6398df8ed	US	DWC_ARCHIVE	2021-05-29T00:51:07Z	2021-05-29T00:55:54Z	257	2053a639-84c3-4be5-b8bc-96b6d88a976c	PRESERVED_SPECIMEN	PRESENT	MALE	6163433	1	44	359	803	9469	2436187	2436194	6163433	Scapanus latimanus occultus Grinnell & Swarth, 1912	Animalia	Chordata	Soricomorpha	Talpidae	Scapanus	Scapanus latimanus	Scapanus	latimanus	occultus	SUBSPECIES	ACCEPTED	1999-01-27T00:00:00Z	2414	NA	NA	NORTH_AMERICA	California	1934	4	14	1934-04-14	2021-05-14T02:10:00Z	2021-05-29T00:55:54Z	http://arctos.database.museum/guid/MVZ:Mamm:63118	http://creativecommons.org/publicdomain/zero/1.0/legalcode	59175240-4500-42b9-9e98-42ae299a5e9b	FALSE	WGS84	Mammalia	US	United States of America	MVZ	sex=male	Los Angeles County	unknown	1145856412	en	PhysicalObject	skull; skin, study	Matt Krebs	MVZ:Mamm:63118	MVZ	1934-04-14	Museum of Vertebrate Zoology, University of California, Berkeley	http://arctos.database.museum/guid/MVZ:Mamm:63118?seid=1093421	2000-11-11 00:00:00	North America, United States, California, Los Angeles County	ICZN	14 Apr 1934	Matt Krebs	not recorded	104	unverified	Wright's Dairy, Whittier	decimal degrees	Mammal specimens	Wright's Dairy, Whittier	http://arctos.database.museum/guid/MVZ:Mamm:63118?seid=1093421	Collector(s): J. G. Wright	collector number=9	http://arctos.database.museum/guid/MVZ:Mamm:63118	"[{""scientific_name"":""Scapanus latimanus occultus"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]"	A	NA	http://vertnet.org/resources/norms.html	Animalia, Chordata, Mammalia, Soricomorpha, Talpidae, Scalopinae, Scalopini, Scapanus, Scapanus latimanus,	28	Terrain Navigator 3.02 USGS 1:100000	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	1	NA	NA	Former nature_of_id: legacy.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	448
