"Museum_Number"	"UCM_Number"	"Canister"	"Class"	"Order"	"Family"	"Subfamily"	"Genus"	"Species"	"prelim_taxon_name"	"box"	"misc"
"1443"	"LACMP23-31710"	"NSF-17-210"	"C3/L5"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"14"	"n"
"1444"	"LACMP23-31711"	"NSF-17-211"	"C3/L5"	"Mammalia"	"Eulipotyphla"	"Soricidae"	"Soricinae"	NA	NA	"Mammalia-Eulipotyphla"	"14"	"n"
"1445"	"LACMP23-31712"	"NSF-17-212"	"C3/L5"	"Mammalia"	"Eulipotyphla"	"Soricidae"	"Soricinae"	NA	NA	"Mammalia-Eulipotyphla"	"14"	"n"
"1446"	"LACMP23-31713"	"NSF-17-213"	"C3/L5"	"Mammalia"	"Carnivora"	"Mephitidae"	NA	"?Spilogale"	"gracilis"	"?Spilogale gracilis"	"14"	"n"
"1447"	"LACMP23-31714"	"NSF-17-214"	"C3/L5"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1448"	"LACMP23-31715"	"NSF-17-215"	"C3/L5"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1449"	"LACMP23-31716"	"NSF-17-216"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"?Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1450"	"LACMP23-31717"	"NSF-17-217"	"C3/L5"	"Mammalia"	"Rodentia"	NA	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1451"	"Did Not Catalog"	"NSF-17-218"	"C3/L5"	"Mammalia"	"?Eulipotyphla"	NA	NA	NA	NA	"Mammalia-?Eulipotyphla"	"14"	"n"
"1452"	"LACMP23-31718"	"NSF-17-219"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"14"	"n"
"1453"	"LACMP23-31719"	"NSF-17-220"	"C3/L5"	"Mammalia"	"Carnivora"	"Leporidae"	NA	NA	NA	"Mammalia-Carnivora"	"14"	"n"
"1454"	"LACMP23-31720"	"NSF-17-221"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"14"	"n"
"1455"	"LACMP23-31721"	"NSF-17-222"	"B3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"cf Lepus"	"sp"	"cf Lepus sp"	"14"	"n"
"1456"	"LACMP23-31722"	"NSF-17-223"	"B3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"cf Lepus"	"sp"	"cf Lepus sp"	"14"	"n"
"1457"	"LACMP23-31723"	"NSF-17-224"	"B3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"14"	"n"
"1458"	"LACMP23-31724"	"NSF-17-225"	"B3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"14"	"n"
"1459"	"LACMP23-31725"	"NSF-17-226"	"B3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"14"	"n"
"1460"	"LACMP23-31726"	"NSF-17-227"	"B3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1461"	"LACMP23-31727"	"NSF-17-228"	"B3/L5"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"14"	"n"
"1462"	"LACMP23-31728"	"NSF-17-229"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1463"	"LACMP23-31729"	"NSF-17-230"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	"sp"	"cf Peromyscus sp"	"14"	"n"
"1464"	"LACMP23-31730"	"NSF-17-231"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	"sp"	"cf Peromyscus sp"	"14"	"n"
"1465"	"LACMP23-31731"	"NSF-17-232"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"?Peromyscus"	"sp"	"?Peromyscus sp"	"14"	"n"
"1466"	"LACMP23-31732"	"NSF-17-233"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1467"	"LACMP23-31733"	"NSF-17-234"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1468"	"LACMP23-31734"	"NSF-17-235"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1469"	"LACMP23-31735"	"NSF-17-236"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"?Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1470"	"LACMP23-31736"	"NSF-17-237"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1471"	"LACMP23-31737"	"NSF-17-238"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1472"	"LACMP23-31738"	"NSF-17-239"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"?maniculatus"	"Peromyscus ?maniculatus"	"14"	"n"
"1473"	"LACMP23-31739"	"NSF-17-240"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1474"	"LACMP23-31740"	"NSF-17-241"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1475"	"LACMP23-31741"	"NSF-17-242"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1476"	"LACMP23-31742"	"NSF-17-243"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1477"	"LACMP23-31743"	"NSF-17-244"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf Microtus"	"sp"	"cf Microtus sp"	"14"	"n"
"1478"	"LACMP23-31744"	"NSF-17-245"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1479"	"LACMP23-31745"	"NSF-17-246"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1480"	"LACMP23-31746"	"NSF-17-247"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1481"	"LACMP23-31747"	"NSF-17-248"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1482"	"LACMP23-31748"	"NSF-17-249"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1483"	"LACMP23-31749"	"NSF-17-250"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1484"	"LACMP23-31750"	"NSF-17-251"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1485"	"LACMP23-31751"	"NSF-17-252"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1486"	"LACMP23-31752"	"NSF-17-253"	"B3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1487"	"LACMP23-31753"	"NSF-17-254"	"B3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"14"	"n"
"1488"	"LACMP23-31754"	"NSF-17-255"	"B3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1489"	"LACMP23-31755"	"NSF-17-256"	"B3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1490"	"LACMP23-31756"	"NSF-17-257"	"B3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"14"	"n"
"1491"	"LACMP23-31757"	"NSF-17-258"	"B3/L5"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1492"	"LACMP23-31758"	"NSF-17-259"	"B3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1493"	"LACMP23-31759"	"NSF-17-260"	"B3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1494"	"LACMP23-31760"	"NSF-17-261"	"B3/L5"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	"?Otospermophilus"	"beecheyi"	"?Otospermophilus beecheyi"	"14"	"n"
"1495"	"LACMP23-31761"	"NSF-17-262"	"B3/L5"	"Mammalia"	"Rodentia"	NA	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1496"	"LACMP23-31762"	"NSF-17-263"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"cf Lepus"	"sp"	"cf Lepus sp"	"14"	"n"
"1497"	"LACMP23-31763"	"NSF-17-264"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"14"	"n"
"1498"	"LACMP23-31764"	"NSF-17-265"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"14"	"n"
"1499"	"LACMP23-31765"	"NSF-17-266"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"14"	"n"
"1500"	"LACMP23-31766"	"NSF-17-267"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"14"	"n"
"1501"	"LACMP23-31767"	"NSF-17-268"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1502"	"LACMP23-31768"	"NSF-17-269"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1503"	"LACMP23-31769"	"NSF-17-270"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1504"	"LACMP23-31770"	"NSF-17-271"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1505"	"LACMP23-31771"	"NSF-17-272"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1506"	"LACMP23-31772"	"NSF-17-273"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1507"	"LACMP23-31773"	"NSF-17-274"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1508"	"LACMP23-31774"	"NSF-17-275"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1509"	"LACMP23-31775"	"NSF-17-276"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"14"	"n"
"1510"	"LACMP23-31776"	"NSF-17-277"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1511"	"LACMP23-31777"	"NSF-17-278"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"14"	"n"
"1512"	"LACMP23-31778"	"NSF-17-279"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"14"	"n"
"1513"	"LACMP23-31779"	"NSF-17-280"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"14"	"n"
"1514"	"LACMP23-31780"	"NSF-17-281"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	NA	NA	"Mammalia-Lagomorpha"	"14"	"n"
"1515"	"LACMP23-31781"	"NSF-17-282"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"14"	"n"
"1516"	"LACMP23-31782"	"NSF-17-283"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"audubonii"	"Sylvilagus audubonii"	"14"	"n"
"1517"	"LACMP23-31783"	"NSF-17-284"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1518"	"LACMP23-31784"	"NSF-17-285"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1519"	"LACMP23-31785"	"NSF-17-286"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1520"	"LACMP23-31786"	"NSF-17-287"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1521"	"LACMP23-31787"	"NSF-17-288"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1522"	"LACMP23-31788"	"NSF-17-289"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1523"	"LACMP23-31789"	"NSF-17-290"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1524"	"LACMP23-31790"	"NSF-17-291"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1525"	"LACMP23-31791"	"NSF-17-292"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1526"	"LACMP23-31792"	"NSF-17-293"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1527"	"LACMP23-31793"	"NSF-17-294"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1528"	"LACMP23-31794"	"NSF-17-295"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1529"	"LACMP23-31795"	"NSF-17-296"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1530"	"LACMP23-31796"	"NSF-17-297"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1531"	"LACMP23-31797"	"NSF-17-298"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1532"	"LACMP23-31798"	"NSF-17-299"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1533"	"LACMP23-31799"	"NSF-17-300"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1534"	"LACMP23-31800"	"NSF-17-301"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"14"	"n"
"1535"	"LACMP23-31801"	"NSF-17-302"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1536"	"LACMP23-31802"	"NSF-17-303"	"D2/L4"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"14"	"n"
"1537"	"LACMP23-31803"	"NSF-17-304"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"14"	"n"
"1538"	"LACMP23-31804"	"NSF-17-305"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"14"	"n"
"1539"	"LACMP23-31805"	"NSF-17-306"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1540"	"LACMP23-31806"	"NSF-17-307"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"14"	"n"
"1541"	"LACMP23-31807"	"NSF-17-308"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"14"	"n"
"1542"	"LACMP23-31808"	"NSF-17-309"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"14"	"n"
"1543"	"LACMP23-31809"	"NSF-17-310"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1544"	"LACMP23-31810"	"NSF-17-311"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1545"	"LACMP23-31811"	"NSF-17-312"	"D2/L4"	"Mammalia"	"Rodentia"	"cf Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"14"	"n"
"1546"	"LACMP23-31812"	"NSF-17-313"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"14"	"n"
"1547"	"LACMP23-31813"	"NSF-17-314"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1548"	"LACMP23-31814"	"NSF-17-315"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1549"	"LACMP23-31815"	"NSF-17-316"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1550"	"LACMP23-31816"	"NSF-17-317"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1551"	"LACMP23-31817"	"NSF-17-318"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"14"	"n"
"1552"	"LACMP23-31818"	"NSF-17-319"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1553"	"LACMP23-31819"	"NSF-17-320"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"14"	"n"
"1554"	"LACMP23-31820"	"NSF-17-321"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"14"	"n"
"1555"	"LACMP23-31821"	"NSF-17-322"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1556"	"LACMP23-31822"	"NSF-17-323"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1557"	"LACMP23-31823"	"NSF-17-324"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1558"	"LACMP23-31824"	"NSF-17-325"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1559"	"LACMP23-31825"	"NSF-17-326"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1560"	"LACMP23-31826"	"NSF-17-327"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1561"	"LACMP23-31827"	"NSF-17-328"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"14"	"n"
"1562"	"LACMP23-31828"	"NSF-17-329"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"?Thomomys"	"sp"	"?Thomomys sp"	"14"	"n"
"1563"	"LACMP23-31829"	"NSF-17-330"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"?Thomomys"	"sp"	"?Thomomys sp"	"14"	"n"
"1564"	"LACMP23-31830"	"NSF-17-331"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"14"	"n"
"1565"	"LACMP23-31831"	"NSF-17-332"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1566"	"LACMP23-31832"	"NSF-17-333"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1567"	"LACMP23-31833"	"NSF-17-334"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1568"	"LACMP23-31834"	"NSF-17-335"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"14"	"n"
"1569"	"LACMP23-31835"	"NSF-17-336"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1570"	"LACMP23-31836"	"NSF-17-337"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1571"	"LACMP23-31837"	"NSF-17-338"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"14"	"n"
"1572"	"LACMP23-31838"	"NSF-17-339"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1573"	"LACMP23-31839"	"NSF-17-340"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1574"	"LACMP23-31840"	"NSF-17-341"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1575"	"LACMP23-31841"	"NSF-17-342"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1576"	"LACMP23-31842"	"NSF-17-343"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1577"	"LACMP23-31843"	"NSF-17-344"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1578"	"LACMP23-31844"	"NSF-17-345"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1579"	"LACMP23-31845"	"NSF-17-346"	"D2/L4"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1580"	"LACMP23-31846"	"NSF-17-347"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1581"	"LACMP23-31847"	"NSF-17-348"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1582"	"LACMP23-31848"	"NSF-17-349"	"D2/L4"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
