"Museum_Number"	"UCM_Number"	"Canister"	"Class"	"Order"	"Family"	"Subfamily"	"Genus"	"Species"	"prelim_taxon_name"	"box"	"misc"
"1302"	"LACMP23-31569"	"NSF-17-69"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1303"	"LACMP23-31570"	"NSF-17-70"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1304"	"LACMP23-31571"	"NSF-17-71"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1305"	"LACMP23-31572"	"NSF-17-72"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1306"	"LACMP23-31573"	"NSF-17-73"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1307"	"LACMP23-31574"	"NSF-17-74"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1308"	"LACMP23-31575"	"NSF-17-75"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1309"	"LACMP23-31576"	"NSF-17-76"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1310"	"LACMP23-31577"	"NSF-17-77"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1311"	"LACMP23-31578"	"NSF-17-78"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1312"	"LACMP23-31579"	"NSF-17-79"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1313"	"LACMP23-31580"	"NSF-17-80"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1314"	"LACMP23-31581"	"NSF-17-81"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1315"	"LACMP23-31582"	"NSF-17-82"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1316"	"LACMP23-31583"	"NSF-17-83"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1317"	"LACMP23-31584"	"NSF-17-84"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1318"	"LACMP23-31585"	"NSF-17-85"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1319"	"LACMP23-31586"	"NSF-17-86"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1320"	"LACMP23-31587"	"NSF-17-87"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1321"	"LACMP23-31588"	"NSF-17-88"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1322"	"LACMP23-31589"	"NSF-17-89"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1323"	"LACMP23-31590"	"NSF-17-90"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1324"	"LACMP23-31591"	"NSF-17-91"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1325"	"LACMP23-31592"	"NSF-17-92"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1326"	"LACMP23-31593"	"NSF-17-93"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1327"	"LACMP23-31594"	"NSF-17-94"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"?Peromyscus"	"sp"	"?Peromyscus sp"	"14"	"n"
"1328"	"LACMP23-31595"	"NSF-17-95"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1329"	"LACMP23-31596"	"NSF-17-96"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"?maniculatus"	"Peromyscus ?maniculatus"	"14"	"n"
"1330"	"LACMP23-31597"	"NSF-17-97"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"?Peromyscus"	"sp"	"?Peromyscus sp"	"14"	"n"
"1331"	"LACMP23-31598"	"NSF-17-98"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1332"	"LACMP23-31599"	"NSF-17-99"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1333"	"LACMP23-31600"	"NSF-17-100"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1334"	"LACMP23-31601"	"NSF-17-101"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1335"	"LACMP23-31602"	"NSF-17-102"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1336"	"LACMP23-31603"	"NSF-17-103"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1337"	"LACMP23-31604"	"NSF-17-104"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1338"	"LACMP23-31605"	"NSF-17-105"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1339"	"LACMP23-31606"	"NSF-17-106"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1340"	"LACMP23-31607"	"NSF-17-107"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1341"	"LACMP23-31608"	"NSF-17-108"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1342"	"LACMP23-31609"	"NSF-17-109"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1343"	"LACMP23-31619"	"NSF-17-110"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1344"	"LACMP23-31618"	"NSF-17-111"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1345"	"LACMP23-31617"	"NSF-17-112"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"Neotoma sp"	"14"	"n"
"1346"	"LACMP23-31616"	"NSF-17-113"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Peromyscus"	"sp"	"Peromyscus sp"	"14"	"n"
"1347"	"LACMP23-31615"	"NSF-17-114"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"Neotoma"	"sp"	"Neotoma sp"	"14"	"n"
"1348"	"LACMP23-31611"	"NSF-17-115"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf Microtus"	"sp"	"cf Microtus sp"	"14"	"n"
"1349"	"LACMP23-31612"	"NSF-17-116"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf Microtus"	"sp"	"cf Microtus sp"	"14"	"n"
"1350"	"LACMP23-31613"	"NSF-17-117"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf Microtus"	"sp"	"cf Microtus sp"	"14"	"n"
"1351"	"LACMP23-31614"	"NSF-17-118"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"cf Microtus"	"sp"	"cf Microtus sp"	"14"	"n"
"1352"	"LACMP23-31610"	"NSF-17-119"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"californicus"	"Microtus californicus"	"14"	"n"
"1353"	"LACMP23-31620"	"NSF-17-120"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"californicus"	"Microtus californicus"	"14"	"n"
"1354"	"LACMP23-31621"	"NSF-17-121"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1355"	"LACMP23-31622"	"NSF-17-122"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1356"	"LACMP23-31623"	"NSF-17-123"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1357"	"LACMP23-31624"	"NSF-17-124"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1358"	"LACMP23-31625"	"NSF-17-125"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1359"	"LACMP23-31626"	"NSF-17-126"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1360"	"LACMP23-31627"	"NSF-17-127"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1361"	"LACMP23-31628"	"NSF-17-128"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1362"	"LACMP23-31629"	"NSF-17-129"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1363"	"LACMP23-31630"	"NSF-17-130"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1364"	"LACMP23-31631"	"NSF-17-131"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1365"	"LACMP23-31632"	"NSF-17-132"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1366"	"LACMP23-31633"	"NSF-17-133"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1367"	"LACMP23-31634"	"NSF-17-134"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1368"	"LACMP23-31635"	"NSF-17-135"	"C3/L5"	"Mammalia"	"Rodentia"	NA	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1369"	"LACMP23-31636"	"NSF-17-136"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1370"	"LACMP23-31637"	"NSF-17-137"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1371"	"LACMP23-31638"	"NSF-17-138"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1372"	"LACMP23-31639"	"NSF-17-139"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1373"	"LACMP23-31640"	"NSF-17-140"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1374"	"LACMP23-31641"	"NSF-17-141"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1375"	"LACMP23-31642"	"NSF-17-142"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1376"	"LACMP23-31643"	"NSF-17-143"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1377"	"LACMP23-31644"	"NSF-17-144"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1378"	"LACMP23-31645"	"NSF-17-145"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1379"	"LACMP23-31646"	"NSF-17-146"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1380"	"LACMP23-31647"	"NSF-17-147"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1381"	"LACMP23-31648"	"NSF-17-148"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1382"	"LACMP23-31649"	"NSF-17-149"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1383"	"LACMP23-31650"	"NSF-17-150"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1384"	"LACMP23-31651"	"NSF-17-151"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1385"	"LACMP23-31652"	"NSF-17-152"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1386"	"LACMP23-31653"	"NSF-17-153"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1387"	"LACMP23-31654"	"NSF-17-154"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1388"	"LACMP23-31655"	"NSF-17-155"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1389"	"LACMP23-31656"	"NSF-17-156"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1390"	"LACMP23-31657"	"NSF-17-157"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1391"	"LACMP23-31658"	"NSF-17-158"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1392"	"LACMP23-31659"	"NSF-17-159"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1393"	"LACMP23-31660"	"NSF-17-160"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1394"	"LACMP23-31661"	"NSF-17-161"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1395"	"LACMP23-31662"	"NSF-17-162"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1396"	"LACMP23-31663"	"NSF-17-163"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1397"	"LACMP23-31664"	"NSF-17-164"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1398"	"LACMP23-31665"	"NSF-17-165"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1399"	"LACMP23-31666"	"NSF-17-166"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1400"	"LACMP23-31667"	"NSF-17-167"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"californicus"	"Microtus californicus"	"14"	"n"
"1401"	"LACMP23-31668"	"NSF-17-168"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1402"	"LACMP23-31669"	"NSF-17-169"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1403"	"LACMP23-31670"	"NSF-17-170"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1404"	"LACMP23-31671"	"NSF-17-171"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1405"	"LACMP23-31672"	"NSF-17-172"	"C3/L5"	"Mammalia"	"Rodentia"	"Cricetidae"	"Arvicolinae"	"Microtus"	"sp"	"Microtus sp"	"14"	"n"
"1406"	"LACMP23-31673"	"NSF-17-173"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"14"	"n"
"1407"	"LACMP23-31674"	"NSF-17-174"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1408"	"LACMP23-31675"	"NSF-17-175"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"14"	"n"
"1409"	"LACMP23-31676"	"NSF-17-176"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"14"	"n"
"1410"	"LACMP23-31677"	"NSF-17-177"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"14"	"n"
"1411"	"LACMP23-31678"	"NSF-17-178"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"14"	"n"
"1412"	"LACMP23-31679"	"NSF-17-179"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1413"	"LACMP23-31680"	"NSF-17-180"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1414"	"LACMP23-31681"	"NSF-17-181"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1415"	"LACMP23-31682"	"NSF-17-182"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1416"	"LACMP23-31683"	"NSF-17-183"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"14"	"n"
"1417"	"LACMP23-31684"	"NSF-17-184"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1418"	"LACMP23-31685"	"NSF-17-185"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1419"	"LACMP23-31686"	"NSF-17-186"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1420"	"LACMP23-31687"	"NSF-17-187"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"14"	"n"
"1421"	"LACMP23-31688"	"NSF-17-188"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"14"	"n"
"1422"	"LACMP23-31689"	"NSF-17-189"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1423"	"LACMP23-31690"	"NSF-17-190"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"14"	"n"
"1424"	"LACMP23-31691"	"NSF-17-191"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"?Sylvilagus"	"sp"	"?Sylvilagus sp"	"14"	"n"
"1425"	"LACMP23-31692"	"NSF-17-192"	"C3/L5"	"Mammalia"	"Lagomorpha"	"Leporidae"	NA	"Sylvilagus"	"sp"	"Sylvilagus sp"	"14"	"n"
"1426"	"LACMP23-31693"	"NSF-17-193"	"C3/L5"	"Mammalia"	"Rodentia"	"Geomyidae"	"Thomomyinae"	"Thomomys"	"sp"	"Thomomys sp"	"14"	"n"
"1427"	"LACMP23-31694"	"NSF-17-194"	"C3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1428"	"LACMP23-31695"	"NSF-17-195"	"C3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"14"	"n"
"1429"	"LACMP23-31696"	"NSF-17-196"	"C3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"14"	"n"
"1430"	"LACMP23-31697"	"NSF-17-197"	"C3/L5"	"Mammalia"	"Rodentia"	"Geomyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"14"	"n"
"1431"	"LACMP23-31698"	"NSF-17-198"	"C3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"14"	"n"
"1432"	"LACMP23-31699"	"NSF-17-199"	"C3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1433"	"LACMP23-31700"	"NSF-17-200"	"C3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1434"	"LACMP23-31701"	"NSF-17-201"	"C3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"14"	"n"
"1435"	"LACMP23-31702"	"NSF-17-202"	"C3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"14"	"n"
"1436"	"LACMP23-31703"	"NSF-17-203"	"C3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"14"	"n"
"1437"	"LACMP23-31704"	"NSF-17-204"	"C3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"14"	"n"
"1438"	"LACMP23-31705"	"NSF-17-205"	"C3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
"1439"	"LACMP23-31706"	"NSF-17-206"	"C3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"?Dipodomys"	"sp"	"?Dipodomys sp"	"14"	"n"
"1440"	"LACMP23-31707"	"NSF-17-207"	"C3/L5"	"Mammalia"	"Rodentia"	NA	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1441"	"LACMP23-31708"	"NSF-17-208"	"C3/L5"	"Mammalia"	"Rodentia"	"?Heteromyidae"	NA	NA	NA	"Mammalia-Rodentia"	"14"	"n"
"1442"	"LACMP23-31709"	"NSF-17-209"	"C3/L5"	"Mammalia"	"Rodentia"	"Heteromyidae"	"Dipodomyinae"	"Dipodomys"	"sp"	"Dipodomys sp"	"14"	"n"
