RLB batch catalog #	Box, grid, level	preparation at LBTP	Number 	Identification	how many 	type of material (seed, leaf, etc)	Notes/refinements 	New Museum catalog # to be used	References	Notes
P23 37199	Box 14 grid B-2 level 2 	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-436	Juniperus sp.	55	scale		LACMP23-39184	Calscape	
P23 37199	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-437	Arctostaphylos glauca 	6	seed	Previously identified as Arctostaphylos sp. (7/10/19)	LACMP23-39185	seed samples, Santa Ana Botanic Garden	
P23 37199	Box 14 grid B-2 level 2	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-438	Quercus dumosa	12	oak cap	Previously identified as Quercus sp. (7/10/19)	LACMP23-39186	Calscape	Quercus dumosa: slightly tubercled/warty scales
P23 37199	Box 14 grid B-2 level 2	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-439	Platanus racemosa 	4	seed		LACMP23-39187	seed samples, Santa Ana Botanic Garden	
P23 37199	Box 14 grid B-2 level 2	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-440	Juniperus californica 	98	seed		LACMP23-39188	Jesse	
P23 37199	Box 14 grid B-2 level 2	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-441	Juniperus sp.	40	seed		LACMP23-39189	Santa Ana Botanic Garden	
P23 37199	Box 14 grid B-2 level 2	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-442	Potamogeton nodosus	0.5	seed	Previously identified as Quercus sp. (7/10/19)	LACMP23-39190	(https://tmi.laccore.umn.edu/uniqueIdentification/show/136)	
P23 37199	Box 14 grid B-2 level 2	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-443	Cyperaceae	1	seed		LACMP23-39191	Bekker pg. 114, seed samples	
P23 37199	Box 14 grid B-2 level 2	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-444	Charcoal 	5	charcoal 		LACMP23-39192	charcoal	
P23 37199	Box 14 grid B-2 level 2	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-445	Chaenactis douglasii	1	seed	Previously identified as Asteraceae (7/10/19)	LACMP23-39193	Santa Ana Botanic Garden	
P23 37199	Box 14 grid B-2 level 2	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-446	Alopecurus aequalis	1	glume 	Previously identified as Poaceae (7/10/19)	LACMP23-39194	Bekker pg. 196	
P23 37199	Box 14 grid B-2 level 2	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-447	Bone	1	Bone	Previously identified as Apiaceae (7/10/19)	LACMP23-39195	Bekker pg. 32, Santa Ana Botanic Garden	
P23 37199	Box 14 grid B-2 level 2	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	 JG-448	Purshia tridentata	2	seed	Previously identified as Polygonum sp. (7/10/19)	LACMP23-39196	Seed samples, bekker pg. 219	
P23 37199	Box 14 grid B-2 level 2	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-449	Berberis aquifolium	2	fruit	Previously identified as Rosaceae (7/10/19)	LACMP23-39197	Calflora	
P23 37199	Box 14 grid B-2 level 2	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-450	Berberis aquifolium	1	seed	Previously identified as Berberis sp. (7/10/19)	LACMP23-39198	seed samples	Berberis aquifolium : of the seeds tinged red, shape 
P23 37199	Box 14 grid B-2 level 2	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-451	Ambrosia psilostachya	1	capsule 	Previously identified as Ambrosia sp. (7/10/19)	LACMP23-39199	(http://www.inspection.gc.ca/plants/seeds/testing-grading/seeds-identification/ambrosia-artemisiifolia/eng/1472605115589/1472605116050)	
P23 37199	Box 14 grid B-2 level 2	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-452	Rhamnus californica	1	seed	Previously identified as Rosa sp. (7/10/19)	LACMP23-39200	seed samples, Santa Ana Botanic Garden	Rosa gymnocarpa: clear line on seed, shape 
P23 37199	Box 14 grid B-2 level 2	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-453	Hesperocyparis macnabiana	1	seed	Previously identified as Malosma laurina (7/10/19)	LACMP23-39201	USDA, Santa Ana Botanic Garden	
P23 37199	Box 14 grid B-2 level 2	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-454	Ceanothus greggii	1	seed	Previously identified as Themidaceae (7/10/19)	LACMP23-39202	Santa Ana Botanic Garden	
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-455	Juniperus californica 	170	seed		LACMP23-39203	Jesse	
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-456	Juniperus sp. 	89	seed		LACMP23-39204	Santa Ana Botanic Garden	
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-457	Platanus racemosa 	10	seed		LACMP23-39205	seed samples, Santa Ana Botanic Garden	
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-458	Quercus lobata	1	acorn	Previously identified as Rosaceae (7/10/19)	LACMP23-39206	Calscape	Quercus lobata: shape of acorn, size, texture of cap.
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-459	Quercus agrifolia	6	acorn cap	Previously identified as Quercus sp. (7/10/19)	LACMP23-39207	Calscape	Quercus agrifolia: pointed overapping flat scales
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-460	Juniperus californica 	14	twigs	Previously identified as Juniperus sp. (7/10/19)	LACMP23-39208	Calscape	
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-461	Asteraceae	1	seed		LACMP23-39209	Bekker pg. 50	
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-462	Charcoal 	1	charcoal 		LACMP23-39210	charcoal	
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-463	Sisyrinchium bellum	1	seed	Previously identifed as Sisyrinchium sp. (7/10/19)	LACMP23-39211	seed samples, Santa Ana Botanic Garden	Sisyrinchium bellum: looks like sample 
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-464	Galium trifidium	1	seed	Previously identifed as Smilax sp. (7/10/19)	LACMP23-39212	Santa Ana Botanic Garden	
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-465	Insect wing	1	insect wing	Previously identifed as seed (7/10/19)	LACMP23-39213	Bekker pg. 34	
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-466	Juniperus californica 	5	buds	Previously identifed as Cupressaceae (7/10/19)	LACMP23-39214	(http://tcf.bh.cornell.edu/imgs/dws/r/Cupressaceae_Juniperus_californica_18388.html)	
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-467	Purshia tridentata	1	seed	Previously Polygonum sp. (7/10/19)	LACMP23-39215	Seed samples, bekker pg. 219	
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-468	Ranunculus sp.	1	seed		LACMP23-39216	Santa Ana Botanic Garden	
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-469	Purshia tridentata	4	seed	Previously identifed as Themidaceae (7/10/19)	LACMP23-39217	Santa Ana Botanic Garden	
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-470	Nolina parryi	1	seed	Previously identifed as Nolina sp. (7/10/19)	LACMP23-39218	Santa Ana Botanic Garden	
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-471	Potamogeton nodosus	1	seed	Previously identifed as Potamogeton sp. (7/10/19)	LACMP23-39219	(http://tmitutorials.blogspot.com/2013/02/seed-identification-tutorial.html)	
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-472	Berberis aquifolium	1	seed	Previously identifed as Berberis sp. (7/10/19)	LACMP23-39220	seed samples	Berberis aquifolium : of the seeds tinged red, shape 
P23 37200	Box 14 grid B-2 level 3	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-473	Cyperaceae	1	seed		LACMP23-39221	Bekker pg. 114, seed samples	
P23 37201	Box 14 grid B-2 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-474	Juniperus californica 	300	seed		LACMP23-39222	Jesse	
P23 37201	Box 14 grid B-2 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-475	Quercus dumosa	4	oak caps	Previously identified as Quercus sp. (7/10/19)	LACMP23-39223	Calscape	Quercus dumosa: slightly tubercled/warty scales
P23 37201	Box 14 grid B-2 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-476	Arctostaphylos pungens	2	seed	Previously identified as Arctostaphylos sp. (7/10/19)	LACMP23-39224	seed samples, Santa Ana Botanic Garden	Arctostaphylos pungens: indentations on all the seeds
P23 37201	Box 14 grid B-2 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-477	Juniperus californica 	22	twigs	Previously identified as Juniperus sp. (7/10/19)	LACMP23-39225	Calscape	
P23 37201	Box 14 grid B-2 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-478	Juniperus sp. 	171	seed		LACMP23-39226	Santa Ana Botanic Garden	
P23 37201	Box 14 grid B-2 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-479	Brassicaceae	1	seed		LACMP23-39227	Bekker pg. 87	
P23 37201	Box 14 grid B-2 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-480	Charcoal 	17	charcoal 		LACMP23-39228	charcoal	
P23 37201	Box 14 grid B-2 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-481	Bone	3	bone		not cataloging now	bone	
P23 37201	Box 14 grid B-2 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-482	Astragalus accidens	1	seed	Previously identified as Malvaceae (7/10/19)	LACMP23-39229	Bekker pg. 166	
P23 37201	Box 14 grid B-2 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-483	Polygonum sp.	1	seed		LACMP23-39230	Seed samples, bekker pg. 219	
P23 37201	Box 14 grid B-2 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-484	Juniperus californica 	7	buds	Previously identified as Cupressaceae (7/10/19)	LACMP23-39231	(http://tcf.bh.cornell.edu/imgs/dws/r/Cupressaceae_Juniperus_californica_18388.html)	
P23 37201	Box 14 grid B-2 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-485	Vicia hassei	1	pod	Previously identified as Fabaceae (7/10/19)	LACMP23-39232	Bekker pg. pg. 127	
P23 37201	Box 14 grid B-2 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-486	scat 	1	scat 		not cataloging now	scat 	
P23 37201	Box 14 grid B-2 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-487	Sisyrinchium bellum	1	seed	Previously identified as Sisyrinchium sp. (7/10/19)	LACMP23-39233	seed samples, Santa Ana Botanic Garden	Sisyrinchium bellum: looks like sample
P23 37202	Box 14 grid B-3 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-488	Juniperus californica 	45	seed		LACMP23-39234	Jesse	
P23 37202	Box 14 grid B-3 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-489	Solidago canadensis	66	seed	Previously identified as Solidago sp. (7/10/19)	LACMP23-39235	seed samples, Santa Ana Botanic Garden	
P23 37202	Box 14 grid B-3 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-490	Rhamnus ilicifolia	1	seed	Previously identified as Purshia sp. (7/10/19)	LACMP23-39236	Santa Ana Botanic Garden	Purshia tridentata: shape, size
P23 37202	Box 14 grid B-3 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-491	Juniperus sp. 	51	seed		LACMP23-39237	Santa Ana Botanic Garden	
P23 37202	Box 14 grid B-3 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-492	Charcoal 	4	charcoal 		LACMP23-39238	charcoal	
P23 37202	Box 14 grid B-3 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-493	bone	5	bone		not cataloging now	bone	
P23 37202	Box 14 grid B-3 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-494	Cyperaceae	1	seed		LACMP23-39239	Seed samples, Bekker pg. 113	
P23 37202	Box 14 grid B-3 level 5	heated in biodiesel B100 (80 C) and cold soaked n-propyl bromide	JG-495	Platanus racemosa 	2	seed		LACMP23-39240	seed samples, Santa Ana Botanic Garden	
